date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:29:08	45378/45378	---M--	200	added ('OK')	image/png	etag:%22b142-5964d46ac6bed%22	http://nuvemtelecom.site.conecte.ai/wp-content/uploads/2019/11/nuvem-telecom-horizontal-blue-cut.png	C:/Meus%20Sites/RainetTelecom/wp-content/uploads/2019/11/nuvem-telecom-horizontal-blue-cut.png	(from http://www.nuvemtelecom.com.br/)
09:29:10	11210/11210	---M--	200	added ('OK')	image/png	etag:%222bca-596c146dc639a%22	http://nuvemtelecom.site.conecte.ai/wp-content/uploads/2019/11/10.png	C:/Meus%20Sites/RainetTelecom/wp-content/uploads/2019/11/10.png	(from http://www.nuvemtelecom.com.br/)
09:29:13	14179/14179	---M--	200	added ('OK')	image/png	etag:%223763-596c1510a90f5%22	http://nuvemtelecom.site.conecte.ai/wp-content/uploads/2019/11/20.png	C:/Meus%20Sites/RainetTelecom/wp-content/uploads/2019/11/20.png	(from http://www.nuvemtelecom.com.br/)
09:29:15	56724/56724	---M--	200	added ('OK')	image/png	etag:%22dd94-59685aea8ce36%22	http://nuvemtelecom.site.conecte.ai/wp-content/uploads/2019/11/nuvem-icon-bg-gradient-768x183.png	C:/Meus%20Sites/RainetTelecom/wp-content/uploads/2019/11/nuvem-icon-bg-gradient-768x183.png	(from http://www.nuvemtelecom.com.br/)
09:29:16	17029/17029	---M--	200	added ('OK')	image/png	etag:%224285-596c14e61677b%22	http://nuvemtelecom.site.conecte.ai/wp-content/uploads/2019/11/50nuvem.png	C:/Meus%20Sites/RainetTelecom/wp-content/uploads/2019/11/50nuvem.png	(from http://www.nuvemtelecom.com.br/)
09:29:18	15673/15673	---M--	200	added ('OK')	image/png	etag:%223d39-596c224e00a8e%22	http://nuvemtelecom.site.conecte.ai/wp-content/uploads/2019/11/nuvem-telecom-300x215.png	C:/Meus%20Sites/RainetTelecom/wp-content/uploads/2019/11/nuvem-telecom-300x215.png	(from http://www.nuvemtelecom.com.br/)
09:29:19	30800/30800	---M-Z	200	added ('OK')	text/css	etag:W/%220%22	http://www.nuvemtelecom.com.br/wp-content/plugins/wp-google-maps/css/A.font-awesome.min.css,qver=5.2.7.pagespeed.cf.jBrWCt-D4j.css	C:/Meus%20Sites/RainetTelecom/wp-content/plugins/wp-google-maps/css/A.font-awesome.min.css,qver=5.2.7.pagespeed.cf.jBrWCt-D4j.css	(from http://www.nuvemtelecom.com.br/)
09:29:19	7875/7875	---M-Z	200	added ('OK')	text/css	etag:W/%220%22	http://www.nuvemtelecom.com.br/wp-content/plugins/wp-google-maps/css/A.common.css,qver=5.2.7.pagespeed.cf.7fmBZNgWHD.css	C:/Meus%20Sites/RainetTelecom/wp-content/plugins/wp-google-maps/css/A.common.css,qver=5.2.7.pagespeed.cf.7fmBZNgWHD.css	(from http://www.nuvemtelecom.com.br/)
09:29:19	4106/4106	---M-Z	200	added ('OK')	text/css	etag:W/%220%22	http://www.nuvemtelecom.com.br/wp-content/plugins/wp-google-maps/lib/A.remodal-default-theme.css,qver=5.2.7.pagespeed.cf.y_Zm_vJt--.css	C:/Meus%20Sites/RainetTelecom/wp-content/plugins/wp-google-maps/lib/A.remodal-default-theme.css,qver=5.2.7.pagespeed.cf.y_Zm_vJt--.css	(from http://www.nuvemtelecom.com.br/)
09:29:22	124380/124380	---MC-	200	added ('OK')	application/json	date:Thu,%2013%20Aug%202020%2012:28:59%20GMT	http://www.nuvemtelecom.com.br/wp-json/	C:/Meus%20Sites/RainetTelecom/wp-json/index.html	(from http://www.nuvemtelecom.com.br/)
09:29:23	111001/111001	---M-Z	200	added ('OK')	application/javascript	etag:W/%220%22	http://www.nuvemtelecom.com.br/wp-content/themes/jelyco/js/vendor/bootstrap.bundle.js,qver=1.0.0.pagespeed.jm.aFHSx0H1Cb.js	C:/Meus%20Sites/RainetTelecom/wp-content/themes/jelyco/js/vendor/bootstrap.bundle.js,qver=1.0.0.pagespeed.jm.aFHSx0H1Cb.js	(from http://www.nuvemtelecom.com.br/)
09:29:24	42675/42675	---M-Z	200	added ('OK')	application/javascript	etag:W/%220%22	http://www.nuvemtelecom.com.br/wp-content/themes/jelyco/js/vendor/owl.carousel.min.js,qver=1.0.0.pagespeed.jm.v5TsCuoYug.js	C:/Meus%20Sites/RainetTelecom/wp-content/themes/jelyco/js/vendor/owl.carousel.min.js,qver=1.0.0.pagespeed.jm.v5TsCuoYug.js	(from http://www.nuvemtelecom.com.br/)
09:29:24	59762/59762	---M--	200	added ('OK')	image/jpeg	etag:%22e972-59652a7869ae8%22	http://nuvemtelecom.site.conecte.ai/wp-content/uploads/2019/11/contato-bg.jpg	C:/Meus%20Sites/RainetTelecom/wp-content/uploads/2019/11/contato-bg.jpg	(from http://www.nuvemtelecom.com.br/)
09:29:26	17253/17253	---M-Z	-1	error ('Error%20when%20decompressing')	application/javascript	etag:W/%220%22	http://www.nuvemtelecom.com.br/wp-content,_themes,_jelyco,_js,_vendor,_affix.js,qver==1.0.0+wp-content,_themes,_jelyco,_js,_vendor,_jquery.appear.js,qver==1.0.0+wp-content,_themes,_jelyco,_js,_vendor,_jquery.cookie.js,qver==1.0.0+wp-content,_themes,_jelyco,_js,_vendor,_jquery.easing.1.3.js,qver==1.0.0+wp-includes,_js,_hoverIntent.min.js,qver==1.8.1+wp-content,_themes,_jelyco,_js,_vendor,_superfish.js,qver==1.0.0+wp-content,_themes,_jelyco,_js,_vendor,_bootstrap-progressbar.min.js,qver==1.0.0+wp-content,_themes,_jelyco,_js,_vendor,_jquery.countdown.min.js,qver==1.0.0+wp-content,_themes,_jelyco,_js,_vendor,_jquery.countTo.js,qver==1.0.0+wp-content,_themes,_jelyco,_js,_vendor,_jquery.easypiechart.min.js,qver==1.0.0+wp-content,_themes,_jelyco,_js,_vendor,_jquery.scrollbar.min.js,qver==1.0.0+wp-content,_themes,_jelyco,_js,_vendor,_jquery.localScroll.min.js,qver==1.0.0.pagespeed.jc.a-mEbMhSMu.js	C:/Meus%20Sites/RainetTelecom/////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////	(from http://www.nuvemtelecom.com.br/)
09:29:27	61898/61898	---M-Z	200	added ('OK')	application/javascript	etag:W/%220%22	http://www.nuvemtelecom.com.br/wp-content/themes/jelyco/js/vendor/photoswipe.js,qver=1.0.0.pagespeed.jm.-21xBaygeG.js	C:/Meus%20Sites/RainetTelecom/wp-content/themes/jelyco/js/vendor/photoswipe.js,qver=1.0.0.pagespeed.jm.-21xBaygeG.js	(from http://www.nuvemtelecom.com.br/)
09:29:27	171811/171811	---M--	200	added ('OK')	image/jpeg	etag:%2229f23-5963bdb7cae5a%22	http://nuvemtelecom.site.conecte.ai/wp-content/uploads/2019/07/slide01.jpg	C:/Meus%20Sites/RainetTelecom/wp-content/uploads/2019/07/slide01.jpg	(from http://www.nuvemtelecom.com.br/)
09:29:27	9767/9767	---M-Z	200	added ('OK')	application/javascript	etag:W/%220%22	http://www.nuvemtelecom.com.br/wp-content/themes/jelyco/js/vendor/photoswipe-ui-default.min.js,qver=1.0.0.pagespeed.jm.gULtNRHI6m.js	C:/Meus%20Sites/RainetTelecom/wp-content/themes/jelyco/js/vendor/photoswipe-ui-default.min.js,qver=1.0.0.pagespeed.jm.gULtNRHI6m.js	(from http://www.nuvemtelecom.com.br/)
09:29:27	62865/62865	---M-Z	200	added ('OK')	application/javascript	etag:W/%220%22	http://www.nuvemtelecom.com.br/wp-content/themes/jelyco/js/vendor/jquery.scrollTo.min.js,qver==1.0.0+jquery.ui.totop.js,qver==1.0.0+jquery.parallax-1.1.3.js,qver==1.0.0+isotope.pkgd.min.js,qver==1.0.0+jquery.flexslider-min.js,qver==1.0.0.pagespeed.jc.tLzZw07MoG.js	C:/Meus%20Sites/RainetTelecom/wp-content/themes/jelyco/js/vendor/jquery.scrollTo.min.js,qver==1.0.0+jquery.ui.totop.js,qver==1.0.0+jquery.parallax-1.1.3.js,qver==1.0.0+isotope.pkgd.min.js,qver==1.0.0+jquery.flexslider-min.js,qver==1.0.0.p	(from http://www.nuvemtelecom.com.br/)
09:29:28	39227/39227	---M-Z	200	added ('OK')	application/javascript	etag:W/%220%22	http://www.nuvemtelecom.com.br/wp-content/themes/jelyco/js/main.js,qver=1.0.0.pagespeed.jm.a68dBbtgI8.js	C:/Meus%20Sites/RainetTelecom/wp-content/themes/jelyco/js/main.js,qver=1.0.0.pagespeed.jm.a68dBbtgI8.js	(from http://www.nuvemtelecom.com.br/)
09:29:28	7861/7861	---M-Z	200	added ('OK')	application/javascript	etag:W/%220%22	http://www.nuvemtelecom.com.br/wp-includes,_js,_wp-embed.min.js,qver==5.2.7+wp-content,_plugins,_wp-google-maps,_lib,_CanvasLayerOptions.js,qver==5.2.7+wp-content,_plugins,_wp-google-maps,_lib,_CanvasLayer.js,qver==5.2.7.pagespeed.jc.CdVjFA18y4.js	C:/Meus%20Sites/RainetTelecom/////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////-2	(from http://www.nuvemtelecom.com.br/)
09:29:28	11597/11597	---M-Z	200	added ('OK')	application/javascript	etag:W/%220%22	http://www.nuvemtelecom.com.br/wp-content/plugins/wp-google-maps/lib/remodal.js,qver=5.2.7.pagespeed.jm.vYUKJnFXyt.js	C:/Meus%20Sites/RainetTelecom/wp-content/plugins/wp-google-maps/lib/remodal.js,qver=5.2.7.pagespeed.jm.vYUKJnFXyt.js	(from http://www.nuvemtelecom.com.br/)
09:29:30	27502/27502	---M-Z	200	added ('OK')	application/javascript	etag:W/%220%22	http://www.nuvemtelecom.com.br/wp-content/plugins/wp-google-maps/lib/pako_deflate.min.js,qver=5.2.7.pagespeed.jm.dte32uo0K8.js	C:/Meus%20Sites/RainetTelecom/wp-content/plugins/wp-google-maps/lib/pako_deflate.min.js,qver=5.2.7.pagespeed.jm.dte32uo0K8.js	(from http://www.nuvemtelecom.com.br/)
09:29:30	45839/45839	---M-Z	200	added ('OK')	application/javascript	etag:W/%220%22	http://www.nuvemtelecom.com.br/wp-content/plugins/wp-google-maps/lib/spectrum.js,qver==5.2.7+text.min.js,qver==5.2.7.pagespeed.jc.rzCGLXO-ym.js	C:/Meus%20Sites/RainetTelecom/wp-content/plugins/wp-google-maps/lib/spectrum.js,qver==5.2.7+text.min.js,qver==5.2.7.pagespeed.jc.rzCGLXO-ym.js	(from http://www.nuvemtelecom.com.br/)
09:29:31	87475/87475	---M-Z	200	added ('OK')	application/javascript	etag:W/%220%22	http://www.nuvemtelecom.com.br/wp-content/plugins/wp-google-maps/js,_jquery.dataTables.js,qver==5.2.7+lib,_jquery-cookie.js,qver==5.2.7.pagespeed.jc.kG4EVdrZat.js	C:/Meus%20Sites/RainetTelecom/wp-content/plugins/wp-google-maps/js,_jquery.dataTables.js,qver==5.2.7+lib,_jquery-cookie.js,qver==5.2.7.pagespeed.jc.kG4EVdrZat.js	(from http://www.nuvemtelecom.com.br/)
09:29:31	25876/25876	---M-Z	200	added ('OK')	application/javascript	etag:W/%220%22	http://www.nuvemtelecom.com.br/wp-content/plugins/wp-google-maps/js/wpgmaps.js,qver=8.0.8b.pagespeed.jm.JYqKogMtJk.js	C:/Meus%20Sites/RainetTelecom/wp-content/plugins/wp-google-maps/js/wpgmaps.js,qver=8.0.8b.pagespeed.jm.JYqKogMtJk.js	(from http://www.nuvemtelecom.com.br/)
09:29:32	12136/12136	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222f68-5963b988836b0%22	http://www.nuvemtelecom.com.br/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons.eot?5510888	C:/Meus%20Sites/RainetTelecom/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons90c6.eot	(from http://www.nuvemtelecom.com.br/wp-content/plugins/revslider/public/assets/css/A.rs6.css,qver=6.1.2.pagespeed.cf.djjsgnj3QR.css)
09:29:32	7536/7536	---M--	200	added ('OK')	font/woff	etag:%221d70-5963b988836b0%22	http://www.nuvemtelecom.com.br/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons.woff?5510888	C:/Meus%20Sites/RainetTelecom/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons90c6.woff	(from http://www.nuvemtelecom.com.br/wp-content/plugins/revslider/public/assets/css/A.rs6.css,qver=6.1.2.pagespeed.cf.djjsgnj3QR.css)
09:29:33	13691/13691	---M--	200	added ('OK')	image/svg+xml	etag:%22357b-5963b988836b0%22	http://www.nuvemtelecom.com.br/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons.svg?5510888	C:/Meus%20Sites/RainetTelecom/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons90c6.svg	(from http://www.nuvemtelecom.com.br/wp-content/plugins/revslider/public/assets/css/A.rs6.css,qver=6.1.2.pagespeed.cf.djjsgnj3QR.css)
09:29:33	326/326	---M--	200	added ('OK')	text/html	etag:%22146-5963b9889ccf1%22	http://www.nuvemtelecom.com.br/wp-content/plugins/revslider/public/assets/css/openhand.cur	C:/Meus%20Sites/RainetTelecom/wp-content/plugins/revslider/public/assets/css/openhand.html	(from http://www.nuvemtelecom.com.br/wp-content/plugins/revslider/public/assets/css/A.rs6.css,qver=6.1.2.pagespeed.cf.djjsgnj3QR.css)
09:29:33	326/326	---M--	200	added ('OK')	text/html	etag:%22146-5963b9889ccf1%22	http://www.nuvemtelecom.com.br/wp-content/plugins/revslider/public/assets/css/closedhand.cur	C:/Meus%20Sites/RainetTelecom/wp-content/plugins/revslider/public/assets/css/closedhand.html	(from http://www.nuvemtelecom.com.br/wp-content/plugins/revslider/public/assets/css/A.rs6.css,qver=6.1.2.pagespeed.cf.djjsgnj3QR.css)
09:29:33	70/70	---M--	200	added ('OK')	image/png	etag:W/%220%22	http://www.nuvemtelecom.com.br/wp-content/plugins/revslider/public/assets/assets/gridtile.png.pagespeed.ce.Vcm6sTX0T1.png	C:/Meus%20Sites/RainetTelecom/wp-content/plugins/revslider/public/assets/assets/gridtile.png.pagespeed.ce.Vcm6sTX0T1.png	(from http://www.nuvemtelecom.com.br/wp-content/plugins/revslider/public/assets/css/A.rs6.css,qver=6.1.2.pagespeed.cf.djjsgnj3QR.css)
09:29:34	11968/11968	---M--	200	added ('OK')	font/ttf	etag:%222ec0-5963b988836b0%22	http://www.nuvemtelecom.com.br/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons.ttf?5510888	C:/Meus%20Sites/RainetTelecom/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons90c6.ttf	(from http://www.nuvemtelecom.com.br/wp-content/plugins/revslider/public/assets/css/A.rs6.css,qver=6.1.2.pagespeed.cf.djjsgnj3QR.css)
09:29:34	90/90	---M--	200	added ('OK')	image/png	etag:W/%220%22	http://www.nuvemtelecom.com.br/wp-content/plugins/revslider/public/assets/assets/coloredbg.png.pagespeed.ce.jEXDzo8QUy.png	C:/Meus%20Sites/RainetTelecom/wp-content/plugins/revslider/public/assets/assets/coloredbg.png.pagespeed.ce.jEXDzo8QUy.png	(from http://www.nuvemtelecom.com.br/wp-content/plugins/revslider/public/assets/css/A.rs6.css,qver=6.1.2.pagespeed.cf.djjsgnj3QR.css)
09:29:34	161554/161554	---M-Z	200	added ('OK')	application/javascript	etag:%2227712-59688e364e708%22	http://www.nuvemtelecom.com.br/wp-content/plugins/wp-google-maps/js/v8/wp-google-maps.min.js?ver=8.0.8	C:/Meus%20Sites/RainetTelecom/wp-content/plugins/wp-google-maps/js/v8/wp-google-maps.min466a.js	(from http://www.nuvemtelecom.com.br/)
09:29:49	77160/77160	---M--	200	added ('OK')	font/woff2	etag:%2212d68-5963b7bf19e73%22	http://www.nuvemtelecom.com.br/wp-content/themes/jelyco/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/Meus%20Sites/RainetTelecom/wp-content/themes/jelyco/fonts/fontawesome-webfont3e6e.woff2	(from http://www.nuvemtelecom.com.br/wp-content/themes/jelyco/css/A.font-awesome.css,qver=1.0.0.pagespeed.cf.T-Exsff3jJ.css)
09:29:53	98024/98024	---M--	200	added ('OK')	font/woff	etag:%2217ee8-5963b7bf19e73%22	http://www.nuvemtelecom.com.br/wp-content/themes/jelyco/fonts/fontawesome-webfont.woff?v=4.7.0	C:/Meus%20Sites/RainetTelecom/wp-content/themes/jelyco/fonts/fontawesome-webfont3e6e.woff	(from http://www.nuvemtelecom.com.br/wp-content/themes/jelyco/css/A.font-awesome.css,qver=1.0.0.pagespeed.cf.T-Exsff3jJ.css)
09:29:54	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222876e-5963b7bf19e73%22	http://www.nuvemtelecom.com.br/wp-content/themes/jelyco/fonts/fontawesome-webfont.eot?v=4.7.0	C:/Meus%20Sites/RainetTelecom/wp-content/themes/jelyco/fonts/fontawesome-webfont3e6e.eot	(from http://www.nuvemtelecom.com.br/wp-content/themes/jelyco/css/A.font-awesome.css,qver=1.0.0.pagespeed.cf.T-Exsff3jJ.css)
